/Users/sean/.cache/uv/archive-v0/STMO0wp8zVYYYYzNGD09W/lib/python3.13/site-packages/openpyxl/worksheet/_reader.py:329: UserWarning: Unknown extension is not supported and will be removed
  warn(msg)
band	chromosome	start	stop
53C2	2R	16354224	16365895
53C3	2R	16363551	16385765
53C4	2R	16380516	16447512
53C5	2R	16445986	16468934
53C6	2R	16484841	16533459
53C7	2R	16500178	16565238
53C8	2R	16558567	16576586
53C9	2R	16534943	16604373
53C10	2R	16534943	16604373
53C11	2R	16607654	16624894
53C12	2R	16607654	16640011
53C13	2R	16625293	16651125
53C14	2R	16641243	16655046
53C15	2R	16655323	16667675
53D1	2R	16655323	16732916
53D2	2R	16691022	16693751
53D4	2R	16673235	16732916
53D5	2R	16736813	16748590
53D6	2R	16748815	16772671
53D7	2R	16765361	16769238
53D8	2R	16751503	16792472
53D9	2R	16783671	16811095
53D10	2R	16810595	16819240
53D11	2R	16817519	16839494
53D12	2R	16829095	16845995
53D13	2R	16849095	16855464
53D14	2R	16854025	16871851
53D15	2R	16872250	16895652
53E1	2R	16874724	16901575
53E2	2R	16924655	16958927
53E3	2R	16957465	16971695
53E4	2R	16973927	17044653
53E10	2R	17032487	17034012
53E11	2R	17032487	17037982
53F1	2R	17027190	17056835
53F2	2R	17046839	17059299
53F3	2R	17054002	17062634
53F4	2R	17059331	17087633
53F6	2R	17065971	17091958
53F7	2R	17088441	17099501
53F8	2R	17093246	17107542
53F9	2R	17100241	17107542
53F10	2R	17108844	17114360
53F11	2R	17108844	17114360
53F12	2R	17118636	17127023
53F13	2R	17128480	17131552
54A	2R	17216549	17379376
54A1	2R	17133445	17141194
54A2	2R	17020027	17197159
54A3	2R	17205208	17379376
54B1	2R	17245061	17262748
54B2	2R	17306759	17307302
54B5	2R	17386841	17392286
54B6	2R	17394593	17405171
54B7	2R	17394593	17444938
54B14	2R	17440297	17442483
54B15	2R	17432173	17447483
54B16	2R	17448533	17486220
54B17	2R	17477565	17495998
54B18	2R	17502354	17508645
54C1	2R	17502354	17535866
54C3	2R	17519024	17556289
54C5	2R	17547769	17563406
54C8	2R	17557031	17568456
54C9	2R	17565779	17574979
54C10	2R	17573462	17586294
54C11	2R	17585195	17590884
54C12	2R	17586425	17604461
54D1	2R	17592791	17639138
54D2	2R	17604951	17639138
54D3	2R	17646848	17665068
54D4	2R	17646848	17683499
54D5	2R	17672839	17695353
54D6	2R	17690275	17703344
54E1	2R	17699097	17723381
54E2	2R	17722339	17732987
54E4	2R	17726914	17739685
54E5	2R	17737622	17743969
54E7	2R	17739901	17750136
54E8	2R	17748935	17772552
54E9	2R	17773964	17800677
54E10	2R	17792870	17842820
54F1	2R	17801132	17860582
54F3	2R	17843442	17865963
54F4	2R	17861273	17926695
54F5	2R	17877543	17882245
54F6	2R	17887220	17889973
55A1	2R	17893682	18277177
55A2	2R	17873939	17956570
55A3	2R	17975122	18007902
55B1	2R	18018665	18047484
55B2	2R	18046386	18093628
55B4	2R	18062415	18101031
55B5	2R	18094940	18147191
55B7	2R	18117896	18134634
55B8	2R	18130303	18139990
55B9	2R	18140078	18164746
55B10	2R	18160720	18167140
55B11	2R	18164694	18175725
55B12	2R	18173669	18210805
55C1	2R	18226795	18257595
55C2	2R	18277439	18357296
55C4	2R	18278198	18395282
55C6	2R	18393666	18400375
55C7	2R	18399486	18408955
55C8	2R	18407834	18426221
55C9	2R	18421413	18454462
55C10	2R	18456602	18498026
55D1	2R	18456602	18535749
55D2	2R	18447361	18535749
55D3	2R	18536767	18611777
55E1	2R	18554119	18614255
55E2	2R	18613090	18632045
55E3	2R	18629594	18658222
55E5	2R	18640862	18661548
55E6	2R	18664449	18688641
55E8	2R	18688132	18705805
55E9	2R	18688132	18754675
55E10	2R	18727817	18730281
55E11	2R	18738492	18744996
55F	2R	18987344	19008944
55F1	2R	18718114	18774824
55F2	2R	18761758	18777166
55F3	2R	18783299	18803727
55F4	2R	18796975	18807195
55F5	2R	18808356	18822250
55F6	2R	18819467	18846619
55F7	2R	18836821	18855087
55F8	2R	18853434	18959500
55F11	2R	18899429	18911895
56A1	2R	18878391	18959500
56A2	2R	18969404	18994842
56B	2R	18987344	19008944
56B1	2R	19022325	19036387
56B2	2R	19055231	19121958
56B3	2R	19094267	19096174
56B5	2R	19067155	19163705
56B7	2R	19144546	19145351
56C1	2R	19141632	19227193
56C4	2R	19178738	19251666
56C5	2R	19252501	19253228
56C6	2R	19258895	19286730
56C7	2R	19285395	19286730
56C8	2R	19287983	19304508
56C9	2R	19292529	19307445
56C10	2R	19305172	19310665
56C11	2R	19311148	19356525
56D1	2R	19311148	19363124
56D2	2R	19357532	19389318
56D3	2R	19385923	19424903
56D5	2R	19397032	19441898
56D7	2R	19437483	19451600
56D8	2R	19447319	19455527
56D9	2R	19452504	19485686
56D11	2R	19456170	19486837
56D12	2R	19485494	19491846
56D13	2R	19487046	19500372
56D14	2R	19497752	19506410
56D15	2R	19508167	19631508
56E1	2R	19517864	19682977
56E2	2R	19683495	19771233
56E3	2R	19783484	19802663
56E4	2R	19815554	19898695
56E5	2R	19909795	19957004
56F4	2R	19979242	20014695
56F5	2R	20016495	20017095
56F6	2R	20058095	20058795
56F7	2R	20084960	20091295
56F8	2R	20111511	20150945
56F9	2R	20211585	20212619
56F10	2R	20221395	20239429
56F11	2R	20236235	20276142
56F14	2R	20274597	20278915
56F15	2R	20275973	20281127
56F16	2R	20279066	20330721
56F17	2R	20341993	20355067
57A3	2R	20424338	20478951
57A4	2R	20490896	20532969
57A5	2R	20531867	20583591
57A6	2R	20563034	20606854
57A7	2R	20587551	20623429
57A8	2R	20620914	20643785
57A9	2R	20642466	20671083
57A10	2R	20667427	20673495
57B	2R	20994900	20996118
57B1	2R	20685605	20750442
57B2	2R	20698483	20793795
57B3	2R	20821262	20879145
57B4	2R	20870791	20937030
57B5	2R	20944021	21009576
57B9	2R	21007755	21024918
57B12	2R	21017784	21026086
57B13	2R	21029295	21030041
57B15	2R	21049654	21057197
57B16	2R	21049654	21088945
57B19	2R	21074018	21091004
57B20	2R	21092222	21123704
57C1	2R	21118394	21120705
57C2	2R	21101928	21142261
57C3	2R	21129463	21145750
57C4	2R	21143545	21160545
57C6	2R	21148265	21168659
57C7	2R	21161713	21182608
57C8	2R	21175315	21192913
57C9	2R	21183322	21199431
57D1	2R	21193571	21214972
57D2	2R	21212880	21251150
57D4	2R	21217856	21280995
57D5	2R	21255165	21280995
57D6	2R	21281063	21281656
57D7	2R	21281063	21290343
57D8	2R	21285248	21310411
57D11	2R	21295652	21341847
57D12	2R	21323430	21379464
57E1	2R	21355015	21481176
57E6	2R	21392402	21501732
57E8	2R	21498903	21517241
57E9	2R	21502097	21559977
57E10	2R	21535716	21538015
57E11	2R	21536894	21540573
57F1	2R	21522420	21576035
57F2	2R	21560246	21591584
57F3	2R	21604195	21613071
57F4	2R	21608393	21631422
57F5	2R	21625030	21638399
57F6	2R	21646177	21662995
57F7	2R	21660967	21671593
57F8	2R	21671700	21692764
57F9	2R	21691295	21716727
57F10	2R	21697488	21724055
57F11	2R	21720495	21757913
58A1	2R	21762995	21800904
58A2	2R	21803402	21843168
58A3	2R	21848407	21946259
58A4	2R	21872030	21977957
58B1	2R	21978215	22069757
58B2	2R	22060950	22073443
58B3	2R	22071234	22079381
58B4	2R	22080176	22088727
58B5	2R	22085782	22099534
58B7	2R	22091489	22105963
58B8	2R	22103177	22122562
58B9	2R	22106107	22124566
58B10	2R	22122101	22130184
58C1	2R	22127808	22172834
58C4	2R	22163738	22164594
58C5	2R	22136968	22185892
58C7	2R	22183138	22202671
58D1	2R	22189817	22217264
58D2	2R	22212835	22292395
58D3	2R	22293400	22373109
58D4	2R	22333500	22408540
58D7	2R	22404177	22411545
58D8	2R	22409208	22419001
58E1	2R	22415560	22429584
58E2	2R	22454741	22472995
58E3	2R	22454741	22494295
58E4	2R	22492197	22562065
58E8	2R	22494297	22563131
58E9	2R	22562307	22592964
58F1	2R	22563152	22609419
58F2	2R	22608310	22637727
58F3	2R	22636063	22648478
58F4	2R	22648995	22668848
58F6	2R	22667155	22668848
58F7	2R	22669145	22673695
59A1	2R	22684955	22688987
59A2	2R	22684955	22700970
59A3	2R	22692524	22798289
59A4	2R	22740999	22798289
59B1	2R	22784304	22802180
59B2	2R	22799099	22853827
59B3	2R	22847832	22858794
59B4	2R	22868159	22924742
59B6	2R	22918937	22941169
59B7	2R	22938987	22953800
59B8	2R	22957177	22957377
59C1	2R	22982542	23048325
59C2	2R	22985374	23062593
59C3	2R	23061420	23094266
59C4	2R	23100057	23130189
59C5	2R	23138589	23139085
59D1	2R	23138589	23203973
59D2	2R	23163012	23211539
59D3	2R	23232626	23247893
59D4	2R	23264269	23285821
59D5	2R	23284227	23291377
59D6	2R	23308654	23330068
59D7	2R	23343405	23352144
59D8	2R	23351518	23366355
59D9	2R	23360192	23389052
59D10	2R	23386521	23402309
59D11	2R	23412320	23433354
59E1	2R	23439868	23477477
59E2	2R	23444137	23538499
59E3	2R	23523856	23556217
59E4	2R	23556672	23564045
59F1	2R	23560492	23599526
59F4	2R	23564891	23616754
59F5	2R	23632610	23680844
59F6	2R	23681623	23734846
59F7	2R	23713900	23798395
60A1	2R	23753477	23806249
60A2	2R	23804315	23839864
60A3	2R	23820354	23853247
60A4	2R	23851562	23862593
60A5	2R	23859067	23868603
60A6	2R	23870273	23877442
60A7	2R	23870273	23884440
60A8	2R	23883136	23988455
60A9	2R	23893066	23925066
60A10	2R	23908474	23908875
60A11	2R	23907654	23935884
60A12	2R	23925077	23946936
60A13	2R	23942538	23957405
60A14	2R	23956335	23972233
60A15	2R	23970305	23977255
60A16	2R	23975599	23992049
60B1	2R	23988738	24025877
60B2	2R	23995543	24025877
60B3	2R	24014917	24022298
60B4	2R	24019898	24030555
60B5	2R	24029317	24053035
60B6	2R	24047411	24057599
60B7	2R	24055306	24068485
60B8	2R	24065975	24092014
60B9	2R	24081782	24098636
60B10	2R	24092079	24116359
60B11	2R	24086604	24135405
60B12	2R	24133989	24157762
60C1	2R	24139563	24186343
60C2	2R	24174877	24229795
60C3	2R	24212491	24255094
60C4	2R	24243255	24269179
60C5	2R	24275734	24291084
60C6	2R	24275734	24376473
60C7	2R	24342861	24402680
60C8	2R	24392129	24446839
60D1	2R	24451084	24502277
60D3	2R	24506870	24526089
60D4	2R	24521874	24558961
60D5	2R	24533374	24579827
60D7	2R	24578247	24597862
60D8	2R	24581245	24599091
60D9	2R	24597995	24638588
60D10	2R	24615423	24669330
60D13	2R	24661503	24688184
60D14	2R	24671294	24736657
60D16	2R	24695378	24756976
60E1	2R	24743749	24797414
60E2	2R	24795740	24835667
60E3	2R	24848994	24850200
60E4	2R	24859260	24881221
60E5	2R	24876691	24942413
60E8	2R	24940625	24955677
60E10	2R	24948645	24965076
60E11	2R	24959841	24990489
60E12	2R	24990570	25031737
60F1	2R	25012062	25052331
60F2	2R	25040383	25064643
60F3	2R	25072627	25139627
60F4	2R	25085780	25139627
60F5	2R	25129432	25255318
61A5	3L	22428	26308
61A6	3L	53873	98375
61B1	3L	125009	174517
61B2	3L	152884	246912
61B3	3L	233926	305292
61C1	3L	277437	540614
61C3	3L	434083	581099
61C5	3L	543060	589274
61C6	3L	582824	604008
61C7	3L	605165	643900
61C8	3L	648555	714530
61C9	3L	714216	755489
61D1	3L	769503	814487
61D2	3L	813300	895313
61D3	3L	877291	890490
61D4	3L	871899	993788
61E1	3L	914074	1034875
61E2	3L	995982	1101089
61F1	3L	1036369	1101089
61F2	3L	1140429	1177276
61F3	3L	1140429	1232700
61F4	3L	1218082	1295699
61F5	3L	1275956	1311805
61F6	3L	1307224	1339415
61F7	3L	1333239	1475257
61F8	3L	1370628	1387437
62A1	3L	1397695	1437872
62A2	3L	1342493	1502590
62A3	3L	1496853	1553504
62A5	3L	1546092	1568608
62A6	3L	1559813	1576330
62A7	3L	1576699	1617355
62A8	3L	1602954	1623413
62A9	3L	1618414	1652900
62A10	3L	1651432	1672727
62A11	3L	1694617	1696412
62A12	3L	1694617	1702407
62B1	3L	1674709	1771758
62B3	3L	1759172	1775147
62B4	3L	1771809	1822903
62B6	3L	1810588	1835164
62B7	3L	1840281	1883041
62B9	3L	1876551	1910197
62B10	3L	1893408	1933602
62B11	3L	1921307	1966805
62B12	3L	1950306	1974285
62C1	3L	2003109	2021958
62C2	3L	2020554	2115611
62C3	3L	2088166	2089626
62C4	3L	2039681	2151700
62D1	3L	2117466	2174332
62D2	3L	2185930	2212503
62D3	3L	2229646	2248614
62D4	3L	2244478	2269903
62D5	3L	2268825	2300944
62D6	3L	2317131	2362686
62D7	3L	2367843	2499226
62E1	3L	2377655	2499226
62E3	3L	2474667	2492613
62E4	3L	2488804	2554292
62E5	3L	2505245	2554292
62E6	3L	2554847	2586540
62E7	3L	2554847	2630693
62E8	3L	2631715	2711690
62F2	3L	2717615	2766536
62F3	3L	2717615	2780677
62F4	3L	2774338	2786010
62F6	3L	2786207	2879158
63A1	3L	2786207	2916654
63A2	3L	2895017	2996155
63A3	3L	3001716	3050159
63A4	3L	3047087	3070839
63A5	3L	3050323	3055842
63A6	3L	3055908	3090406
63B1	3L	3071133	3127724
63B3	3L	3114450	3143457
63B5	3L	3128034	3145284
63B6	3L	3143808	3148358
63B7	3L	3145405	3162019
63B8	3L	3159991	3172545
63B9	3L	3172817	3185287
63B10	3L	3178930	3192491
63B11	3L	3190622	3211348
63B12	3L	3203675	3208985
63B13	3L	3199090	3218920
63B14	3L	3210992	3222960
63C1	3L	3223341	3254504
63C2	3L	3249340	3268184
63C3	3L	3257878	3268994
63C4	3L	3271036	3276255
63C5	3L	3280239	3303112
63C6	3L	3303708	3314009
63D1	3L	3303708	3336418
63D2	3L	3336032	3424935
63D3	3L	3401153	3424935
63E1	3L	3428658	3653442
63E2	3L	3468023	3512681
63E3	3L	3515751	3610521
63E4	3L	3593823	3593893
63E5	3L	3515751	3621032
63E6	3L	3653405	3659724
63E7	3L	3688786	3694227
63E8	3L	3708563	3806459
63E9	3L	3753693	3755201
63F1	3L	3714826	3842326
63F2	3L	3825449	3828525
63F3	3L	3626352	3842326
63F4	3L	3846206	3864424
63F5	3L	3884481	3905035
63F6	3L	3903492	3935617
63F7	3L	3934718	3935992
64A1	3L	3909973	3964771
64A2	3L	3972899	3994003
64A3	3L	3983896	4006626
64A4	3L	4018878	4042597
64A5	3L	4046596	4103256
64A6	3L	4094343	4173789
64A7	3L	4114289	4145966
64A8	3L	4142364	4168846
64A9	3L	4173884	4192968
64A10	3L	4170404	4246233
64A11	3L	4242734	4254306
64A12	3L	4246343	4292246
64B1	3L	4292482	4364102
64B2	3L	4322491	4380387
64B3	3L	4367649	4403181
64B4	3L	4384442	4420648
64B5	3L	4406943	4426621
64B6	3L	4421662	4471012
64B7	3L	4470001	4475095
64B8	3L	4480283	4490963
64B9	3L	4485159	4555236
64B10	3L	4556087	4592295
64B11	3L	4556087	4626196
64B12	3L	4592447	4687317
64B13	3L	4629604	4796253
64B14	3L	4697601	4709890
64B15	3L	4744950	4749991
64B16	3L	4749407	4758708
64B17	3L	4692783	4825687
64C1	3L	4807368	4895749
64C2	3L	4861269	5079033
64C4	3L	4980003	5012133
64C5	3L	4936758	5099795
64C6	3L	5129674	5132127
64C7	3L	5131545	5277944
64C9	3L	5234483	5236631
64C11	3L	5155821	5277944
64C12	3L	5316213	5355923
64C13	3L	5343619	5368008
64C14	3L	5366455	5378407
64C15	3L	5377814	5382821
64D1	3L	5424109	5442399
64D2	3L	5479790	5529341
64D3	3L	5533968	5577348
64D4	3L	5583669	5590390
64D5	3L	5583669	5603979
64D6	3L	5601096	5608300
64E1	3L	5630983	5662247
64E2	3L	5713331	5720421
64E5	3L	5657913	5761886
64E6	3L	5752973	5767084
64E7	3L	5765846	5784685
64E8	3L	5769002	5810931
64E11	3L	5797549	5813093
64E12	3L	5812135	5845664
64F2	3L	5813338	5845664
64F3	3L	5871501	5884090
64F4	3L	5895691	5902456
64F5	3L	5900835	5930120
65A1	3L	5923862	5976007
65A2	3L	5967545	6026317
65A3	3L	5997208	6053215
65A4	3L	6052321	6057002
65A5	3L	6059041	6093313
65A6	3L	6092188	6163102
65A7	3L	6162695	6192049
65A8	3L	6189745	6218022
65A9	3L	6203831	6218022
65A10	3L	6220578	6258760
65A11	3L	6257423	6277035
65A12	3L	6302747	6306164
65A14	3L	6320611	6352390
65A15	3L	6350276	6350829
65B1	3L	6329324	6485964
65B3	3L	6400590	6550104
65B4	3L	6495680	6593940
65B5	3L	6550738	6608739
65C1	3L	6603684	6703521
65C3	3L	6689327	6756497
65C4	3L	6754017	6763246
65C5	3L	6786660	6794941
65D2	3L	6865449	6914876
65D3	3L	6911999	6955904
65D4	3L	6949491	6964758
65D5	3L	6959554	6984586
65D6	3L	6990622	6994447
65E1	3L	6998843	7053499
65E2	3L	7037825	7077462
65E3	3L	7058930	7123297
65E4	3L	7094818	7143074
65E5	3L	7134516	7157073
65E6	3L	7158099	7189931
65E8	3L	7222717	7223898
65E9	3L	7234512	7263920
65E10	3L	7250718	7312896
65F4	3L	7266192	7333471
65F5	3L	7329132	7353622
65F6	3L	7348313	7360263
65F7	3L	7357275	7381474
65F9	3L	7374050	7385637
65F10	3L	7381614	7396013
65F11	3L	7390742	7409707
66A1	3L	7423827	7458608
66A2	3L	7465509	7498831
66A3	3L	7505540	7528013
66A4	3L	7518997	7540012
66A5	3L	7528780	7569499
66A6	3L	7583454	7639573
66A7	3L	7629991	7630508
66A8	3L	7593091	7759123
66A9	3L	7655389	7718395
66A10	3L	7655389	7726473
66A11	3L	7719899	7750552
66A12	3L	7650548	7775603
66A13	3L	7777105	7809825
66A14	3L	7777105	7867369
66A17	3L	7811458	7894814
66A18	3L	7869042	7911954
66A19	3L	7896109	7915846
66A20	3L	7916650	7937258
66A21	3L	7945713	7978650
66A22	3L	7977805	8054147
66B2	3L	8028546	8028618
66B3	3L	7979046	8058713
66B4	3L	8060214	8108897
66B5	3L	8063874	8108897
66B6	3L	8109132	8123615
66B7	3L	8121827	8137498
66B8	3L	8131429	8151813
66B10	3L	8141868	8178429
66B11	3L	8176135	8196573
66B12	3L	8191270	8203345
66B13	3L	8202792	8210743
66C1	3L	8209577	8282398
66C2	3L	8238647	8282398
66C4	3L	8282528	8289870
66C5	3L	8282528	8315502
66C6	3L	8310493	8318966
66C7	3L	8320763	8344404
66C8	3L	8340314	8391171
66C10	3L	8372405	8393649
66C11	3L	8396000	8422205
66C12	3L	8415857	8442381
66C13	3L	8432322	8472669
66D1	3L	8449922	8507146
66D4	3L	8472807	8509763
66D5	3L	8507469	8534503
66D6	3L	8525244	8574409
66D7	3L	8545001	8576078
66D8	3L	8576808	8623901
66D9	3L	8624371	8651011
66D10	3L	8647145	8693191
66D11	3L	8718949	8726108
66D12	3L	8721324	8798719
66D14	3L	8788144	8788545
66D15	3L	8753619	8811265
66E1	3L	8827505	8891192
66E2	3L	8844944	8845814
66E3	3L	8827505	8932065
66E4	3L	8912499	8954463
66E5	3L	8932235	8971752
66E6	3L	8968528	8979880
66F1	3L	8981795	9019246
66F2	3L	9041375	9045042
66F3	3L	9041375	9066027
66F4	3L	9048781	9092131
66F5	3L	9074643	9134405
67A1	3L	9097629	9182149
67A3	3L	9203065	9222433
67A4	3L	9235150	9288522
67A6	3L	9251978	9288522
67B1	3L	9334332	9974023
67B2	3L	9350867	9381119
67B3	3L	9378160	9399227
67B4	3L	9386827	9410832
67B5	3L	9406179	9439490
67B6	3L	9430312	9446388
67B7	3L	9443232	9456281
67B8	3L	9452803	9460799
67B9	3L	9461050	9486530
67B10	3L	9477038	9509583
67B11	3L	9506818	9531386
67B13	3L	9542245	9543999
67C1	3L	9547220	9596713
67C2	3L	9597171	9631795
67C3	3L	9628676	9679103
67C4	3L	9631834	9696700
67C5	3L	9683579	9733807
67C6	3L	9731238	9760395
67C7	3L	9760900	9786466
67C8	3L	9763544	9808713
67C9	3L	9787046	9834345
67C10	3L	9813847	9855285
67C11	3L	9839093	9870674
67D1	3L	9864639	9967298
67D2	3L	9908120	10139360
67D3	3L	9991736	10000867
67D5	3L	10029408	10048927
67D7	3L	10086747	10089400
67D8	3L	9974651	10139360
67D9	3L	10147454	10186108
67D10	3L	10147454	10216980
67D11	3L	10215665	10248588
67D12	3L	10263909	10307954
67D13	3L	9972312	10320600
67E1	3L	10306678	10367450
67E2	3L	10323501	10414774
67E3	3L	10412818	10468974
67E4	3L	10465187	10594012
67E5	3L	10481412	10661013
67E6	3L	10640286	10692598
67E7	3L	10691024	10696877
67F1	3L	10771925	10899123
68A1	3L	10959231	11029444
68A2	3L	11027579	11051371
68A3	3L	11050408	11073348
68A4	3L	11062726	11078736
68A5	3L	11070526	11093193
68A6	3L	11078752	11103873
68A7	3L	11107008	11134663
68A8	3L	11130835	11163984
68A9	3L	11136049	11176892
68B1	3L	11173514	11214097
68B3	3L	11214505	11237620
68B4	3L	11246885	11256172
68C1	3L	11252307	11295919
68C2	3L	11287936	11325000
68C3	3L	11342082	11349743
68C4	3L	11361986	11384258
68C6	3L	11394690	11406094
68C7	3L	11425158	11426395
68C8	3L	11434695	11445104
68C9	3L	11444472	11475552
68C10	3L	11487550	11499055
68C11	3L	11508637	11518904
68C12	3L	11513705	11562233
68C13	3L	11522757	11589979
68C14	3L	11590872	11605374
68C15	3L	11597202	11627715
68D1	3L	11628037	11680344
68D2	3L	11650517	11711386
68D3	3L	11710507	11766182
68D4	3L	11733589	11790013
68D6	3L	11774650	11798875
68E1	3L	11795614	11836721
68E2	3L	11847383	11938872
68E3	3L	11879115	11966131
68E4	3L	11958872	11983764
68F1	3L	11984906	12064859
68F2	3L	12067511	12089225
68F3	3L	12116101	12118055
68F4	3L	12118257	12128461
68F5	3L	12127979	12143380
68F6	3L	12138868	12156990
68F7	3L	12146519	12163735
68F8	3L	12157052	12175482
69A1	3L	12164205	12193688
69A2	3L	12195787	12266841
69A3	3L	12245510	12246048
69A4	3L	12267528	12277251
69A5	3L	12271656	12296123
69B1	3L	12300980	12335901
69B2	3L	12329232	12351544
69B3	3L	12368646	12391444
69B4	3L	12393804	12414842
69B5	3L	12402295	12417580
69C1	3L	12422510	12432668
69C2	3L	12462537	12490676
69C3	3L	12486668	12501311
69C4	3L	12498106	12533724
69C5	3L	12530436	12533724
69C6	3L	12533996	12572542
69C8	3L	12537513	12596018
69C10	3L	12580672	12596018
69D1	3L	12609631	12653090
69D2	3L	12658903	12662247
69D3	3L	12693639	12734611
69D4	3L	12693639	12710249
69D6	3L	12734945	12741568
69E1	3L	12734945	12768605
69E2	3L	12755049	12805116
69E3	3L	12790192	12796084
69E4	3L	12784429	12814019
69E5	3L	12814254	12843106
69E6	3L	12824880	12862920
69E8	3L	12885039	12894758
69F1	3L	12892658	12913646
69F2	3L	12952686	12973650
69F4	3L	12995135	12997418
69F5	3L	13006817	13026437
69F6	3L	13028551	13063929
69F7	3L	13081299	13082652
70A1	3L	13086387	13137066
70A2	3L	13174478	13218864
70A3	3L	13228692	13279642
70A4	3L	13228692	13303946
70A5	3L	13324274	13354940
70A6	3L	13356376	13357223
70A7	3L	13377957	13387907
70A8	3L	13385946	13416453
70B1	3L	13412843	13474787
70B2	3L	13465552	13502492
70B3	3L	13486797	13511541
70B4	3L	13502707	13519605
70B5	3L	13521907	13803400
70B6	3L	13550874	13551808
70B7	3L	13511646	13558101
70C2	3L	13599230	13620920
70C4	3L	13521907	13860001
70C5	3L	13846054	13934656
70C6	3L	13929387	13962647
70C7	3L	13939250	13973067
70C9	3L	13965203	13993400
70C10	3L	13977905	13998055
70C11	3L	13997191	14020148
70C12	3L	14002127	14029121
70C14	3L	14020315	14031706
70C15	3L	14029579	14049892
70D1	3L	14043694	14076123
70D2	3L	14071892	14135102
70D3	3L	14175610	14233250
70D4	3L	14190870	14368639
70D5	3L	14274343	14369707
70D6	3L	14381913	14409939
70D7	3L	14402930	14536276
70E1	3L	14412828	14550975
70E2	3L	14540937	14568133
70E3	3L	14583222	14599540
70E4	3L	14614458	14628174
70E5	3L	14622796	14671609
70E6	3L	14661455	14661946
70E7	3L	14632601	14747868
70E8	3L	14672839	14747868
70F1	3L	14684768	14706157
70F3	3L	14728760	14733517
70F4	3L	14747929	14776129
70F5	3L	14769341	14789665
70F6	3L	14786791	14803360
70F7	3L	14805136	14882224
71A1	3L	14805136	14886183
71A2	3L	14890090	14946125
71A3	3L	14949884	14970306
71A4	3L	14972667	14991667
71B1	3L	14985100	15064977
71B2	3L	15014695	15094724
71B3	3L	15076907	15078447
71B4	3L	15066081	15113003
71B5	3L	15097914	15154395
71B6	3L	15147137	15163628
71B8	3L	15190440	15208586
71C1	3L	15235619	15242832
71C2	3L	15298958	15344315
71C3	3L	15554113	15580537
71C4	3L	15407832	15408267
71D1	3L	15437201	15437713
71D2	3L	15457491	15474110
71D3	3L	15484396	15513202
71D4	3L	15511052	15528196
71E1	3L	15527620	15609125
71E2	3L	15588860	15612828
71E3	3L	15610631	15624130
71E4	3L	15619901	15629693
71E5	3L	15554113	15662279
71F1	3L	15679720	15699850
71F2	3L	15716453	15728430
71F3	3L	15747403	15748699
71F4	3L	15758026	15759201
72A1	3L	15808322	15826423
72A2	3L	15826888	15899029
72A3	3L	15876091	15992464
72A4	3L	15884593	15924861
72B1	3L	15900156	15954797
72B2	3L	15925805	15958433
72C1	3L	15956550	16004736
72C2	3L	15992669	16021582
72C3	3L	16017165	16032752
72D1	3L	16006552	16085264
72D4	3L	16087627	16090392
72D5	3L	16006552	16112626
72D6	3L	16097834	16106428
72D7	3L	16113212	16121651
72D8	3L	16113212	16128531
72D9	3L	16129617	16177635
72D10	3L	16085221	16273608
72D12	3L	16277435	16288422
72E1	3L	16289712	16348782
72E2	3L	16348074	16369518
72E3	3L	16368389	16378566
72E4	3L	16370938	16400275
72E5	3L	16394586	16411828
72F1	3L	16402796	16496560
73A2	3L	16470386	16483650
73A3	3L	16419597	16543370
73A4	3L	16422795	16451958
73A5	3L	16491838	16545628
73A7	3L	16556823	16573334
73A8	3L	16566750	16567300
73A9	3L	16563448	16582767
73A10	3L	16581637	16595014
73A11	3L	16591207	16600459
73B1	3L	16595181	16647882
73B4	3L	16615866	16661615
73B5	3L	16648442	16673555
73B6	3L	16671664	16711677
73B7	3L	16689268	16701469
73C1	3L	16676406	16730818
73C2	3L	16733546	16755720
73C3	3L	16759393	16777465
73C4	3L	16766072	16807731
73C5	3L	16804994	16819532
73D1	3L	16787573	16852350
73D2	3L	16852527	16862517
73D3	3L	16852527	16922487
73D4	3L	16877309	16882539
73D5	3L	16865295	16922487
73D6	3L	16923252	16935536
73D7	3L	16928381	16957689
73E1	3L	16939100	16994388
73E2	3L	16970013	17012565
73E3	3L	16998457	16998524
73E4	3L	16994717	17036865
73E5	3L	17035668	17238212
73F3	3L	17166863	17167542
74A1	3L	17058774	17242128
74A2	3L	17238613	17264986
74A3	3L	17275050	17275549
74A4	3L	17315006	17329169
74A5	3L	17334006	17379530
74A6	3L	17367753	17388956
74B1	3L	17383636	17421514
74B2	3L	17396031	17425217
74B3	3L	17421787	17426282
74B4	3L	17426286	17428836
74B5	3L	17427305	17433621
74C1	3L	17428936	17437971
74C2	3L	17433868	17457461
74C3	3L	17439401	17478926
74C4	3L	17477795	17486230
74D1	3L	17480129	17511693
74D2	3L	17487118	17530202
74D3	3L	17530081	17549127
74D4	3L	17546739	17619325
74E2	3L	17558672	17630971
74E3	3L	17621824	17638001
74E4	3L	17633449	17669234
74E5	3L	17659818	17683581
74F1	3L	17671622	17748839
74F3	3L	17719193	17729244
74F4	3L	17740540	17742540
75A1	3L	17690015	17785284
75A2	3L	17784788	17839767
75A4	3L	17823333	17860482
75A6	3L	17868740	17870573
75A7	3L	17874715	17883653
